Source,Air_Temperature,Process_Temp,Rotational_Speed,Torque,Life_Consumed,Stress_Index,RUL,Is_Failure,Health_Status
AI4I,300.63562088591465,308.47032616126927,1812.9043356779753,26.056093843159015,174,0.3856215198692344,6,1,Critical
AI4I,298.9831625048848,308.8721604598459,1532.7929112075458,38.843485651092124,177,0.46707842553987605,5,1,Critical
AI4I,300.42024403290054,310.13212761007367,1393.2417634276314,45.12673298381043,179,0.5133663419357567,4,1,Critical
AI4I,299.05919439259617,308.91204360089813,1672.842197276205,28.4049885525983,181,0.4115474122021906,3,1,Critical
AI4I,298.2475540492868,309.54202167916804,1452.416760003574,44.34186770905777,184,0.5009373472882626,2,1,Critical
AI4I,301.5135755296054,305.95906540628073,1512.3718272106137,32.53018802843228,189,0.4272210859999862,1,1,Critical
AI4I,299.9529586581506,310.21303709888844,1419.961292005172,65.22334023257662,191,0.5915431580091518,0,1,Critical
AI4I,297.3861490707047,308.48186349793605,1926.6114002154277,22.83704920693824,193,0.3614405625087019,7,1,Critical
AI4I,297.3927599388454,308.9662453314583,1456.1408510357187,44.85730858220073,196,0.49933655111927855,6,1,Critical
AI4I,298.3306350552287,310.2317292527727,1360.9416146207482,44.64685319244932,198,0.5152459898949951,5,1,Critical
AI4I,301.2649200209166,309.6004589549663,1588.1911925710544,34.8716294893875,200,0.44981287844310924,4,1,Critical
AI4I,296.7947262636076,309.15224190363443,1604.2763063775399,32.28578321055143,202,0.43529974165379137,3,1,Critical
AI4I,299.94822515799035,309.2742373881971,1372.174924942524,46.872802567314814,204,0.5175550742789903,2,1,Critical
AI4I,295.58642605066296,310.3713685493686,1452.5907700810926,48.16898317001552,206,0.5209675330969162,1,1,Critical
AI4I,301.7122621186564,308.0106184487579,1468.7663443119652,41.144396280501496,208,0.4777616275408546,0,1,Critical
AI4I,299.5124745971363,310.7486935237747,1408.6044768437248,51.69116296737217,0,0.5416110243209716,82,0,Healthy
AI4I,299.8226168801109,311.087361957005,1406.1839039623746,37.749347845272794,2,0.4880210693105965,81,0,Healthy
AI4I,296.4538980936354,308.2795699803528,1455.84756968434,49.997234642040915,4,0.5160017243446028,80,0,Healthy
AI4I,297.1484545691353,310.6656954948407,1439.9929109854702,47.60473340708231,9,0.5216521882145861,79,0,Healthy
AI4I,298.7752444741839,306.73218545325807,1450.0528748185732,40.75863930204666,11,0.47078461517351833,78,0,Healthy
AI4I,296.532473758461,306.575316174581,1475.3524897343223,39.920418985436385,13,0.46400537653734775,77,0,Healthy
AI4I,299.0870463742833,308.1584539640224,1423.1834490366007,47.85137197941919,15,0.5099925942370017,76,0,Healthy
AI4I,301.32159399915054,308.88810970035127,1807.670244953641,26.722244043735582,17,0.3911968642530141,75,0,Healthy
AI4I,299.40947420025344,309.2606682067687,1424.9092212064795,43.13968870856582,20,0.49727165103800786,74,0,Healthy
AI4I,298.1988295786819,309.0109168430568,1533.790712312079,31.687971043107623,25,0.439149480615833,73,0,Healthy
AI4I,299.0446746130169,309.5711155277628,1424.36538791681,45.23895949490469,27,0.5074971022037252,72,0,Healthy
AI4I,299.083163948359,310.24045164179745,1490.6812650042912,39.57886700239834,30,0.48204992231943544,71,0,Healthy
AI4I,301.63560170117313,309.94361210102454,1762.3473234516346,25.72895408205775,33,0.39778743884606493,70,0,Warning
AI4I,299.3253010631069,309.73499570305785,1832.7118703077524,24.98732382390504,35,0.3865923694251755,69,0,Warning
AI4I,300.30608748887795,308.79069975151896,1737.5022770821704,27.081066964801316,37,0.3990923244453823,68,0,Warning
AI4I,296.10969051107486,310.41366765035156,1450.3193153186846,42.962680428507504,40,0.500611176755599,67,0,Warning
AI4I,300.2567569177072,310.1540869165685,1609.6557990394522,31.75358819611677,42,0.4383578409751989,66,0,Warning
AI4I,298.2259147223252,306.93292520719604,1347.687127708103,52.62219425165267,44,0.5296224939912064,65,0,Warning
AI4I,298.287415150396,307.15676133503814,1573.4701185167005,35.407978342494765,47,0.43946639486138417,64,0,Warning
AI4I,300.38942157160847,308.6538027632696,1738.107243755584,29.61219552254285,50,0.408374073504725,63,0,Warning
AI4I,297.74962218245344,308.6609273315257,1522.1430896766915,32.681079856090975,53,0.4422867380654132,62,0,Warning
AI4I,299.05312721464344,307.4174236158576,1520.251511905116,43.92309795336578,55,0.48033823271356646,61,0,Warning
AI4I,299.34437776123866,308.53777904357503,1844.1230839169789,25.041244429044816,57,0.3788256924306244,60,0,Warning
AI4I,296.75826855835555,305.1203939087531,1995.0503050652176,20.736584104780196,59,0.32698641396261674,59,0,Warning
AI4I,297.87092208763244,311.209609040333,1538.128306242356,40.966888630643886,61,0.4883953469859572,58,0,Warning
AI4I,299.33562815588346,308.45317926105724,1449.150700554425,40.63969436509936,63,0.48023330318242496,57,0,Warning
AI4I,299.4327072319212,309.6245239477216,1460.6585393881835,43.294418322739126,66,0.4963948133391189,56,0,Warning
AI4I,300.2611914797585,308.5779262497845,1572.635933692208,31.191493245721254,68,0.43080481532671866,55,0,Warning
AI4I,294.84953789263733,305.87836411853544,1451.1324849232246,48.112064824649494,70,0.4952113771979067,54,0,Warning
AI4I,298.2944535278574,307.3642612954874,1499.1398201546117,46.49460226081431,72,0.49243163443058113,53,0,Warning
AI4I,300.0370743296295,310.0756285955798,1622.274975380667,32.820404801790104,75,0.4409148565009784,52,0,Warning
AI4I,297.6293786268931,309.217203079021,1579.5896023797611,34.04007768004789,80,0.44515679664804964,51,0,Warning
AI4I,299.78752188331146,313.13306981249497,1869.8019461287506,22.46934032093375,82,0.3922289941708312,50,0,Warning
AI4I,297.93295593797393,308.1855204269352,1507.0878735247343,44.1162460117167,84,0.4868163134197376,49,0,Warning
AI4I,301.0141347742598,308.519078429319,1501.263710753535,39.542593095450556,89,0.4710101637597002,48,0,Warning
AI4I,297.83832875274794,311.31863578514753,1490.2163650456907,41.95251734008337,92,0.4977520659137503,47,0,Warning
AI4I,299.6887346962146,312.36863598102593,1685.4865474733583,29.11372324077324,95,0.4328698723930482,46,0,Warning
AI4I,300.78999085538607,308.0233283684422,1428.6508320365085,45.60317477087901,97,0.49968092084239213,45,0,Warning
AI4I,299.83829124036976,305.47265627213744,1574.603367698406,33.81044677638164,99,0.4233394861764713,44,0,Warning
AI4I,295.58148428195506,306.68059649103105,1580.8085417201617,32.938397634389624,101,0.42613328774286263,43,0,Warning
AI4I,299.8934037226969,307.7272521227908,1721.669325005671,28.199633771981972,103,0.3990730432890225,42,0,Warning
AI4I,297.98835264673676,312.102460319719,1449.3203011606322,40.89158603157338,106,0.5020769444086246,41,0,Warning
AI4I,300.07554945195636,306.71413904171123,1427.9083126732826,44.72993702920667,108,0.4887811399449912,40,0,Warning
AI4I,299.9946060214273,309.9594900622376,1559.1409780739411,41.528552970749146,110,0.48139720014553156,39,0,Warning
AI4I,298.17379351131206,307.5274994413931,1296.927235166622,50.51263730962672,112,0.5296578225298052,38,0,Warning
AI4I,299.6658405545155,309.70990907394616,1527.4953030523473,43.216334648750504,114,0.48988671728374544,37,0,Warning
AI4I,299.3983877698829,308.0976915438663,1716.0564063407307,29.445201234866307,116,0.4067334016989138,36,0,Warning
AI4I,298.6548517418927,310.5243248841739,1555.4411969503992,32.10459228150708,118,0.44729896305483924,35,0,Warning
AI4I,295.4607905082353,311.3531309723177,1329.4552184296385,59.58555017470132,120,0.5845574272690852,34,0,Warning
AI4I,296.7756026866137,307.08024263374267,1407.2724202792497,46.76854389953562,122,0.5010911771916042,33,0,Warning
AI4I,299.8342218522862,307.8019612684075,1586.6059246911345,38.761682906708415,124,0.4552544892629061,32,0,Warning
AI4I,296.5695745481144,309.31548581382634,1553.5901306068101,34.4821060604779,126,0.4500864729745241,31,0,Warning
AI4I,299.7094337259254,309.4518566677441,1462.554644968747,40.835513674681856,128,0.4853829140175333,30,0,Warning
AI4I,299.8343606572326,309.6357192135177,1737.636414940997,27.607947007714813,130,0.4060151134711464,29,0,Warning
AI4I,298.4221022223389,306.77473898467815,1440.5340900993858,43.442766321457015,132,0.48271616475976475,28,0,Warning
AI4I,298.89289042534716,307.90064900525005,1425.5680432711092,49.359571956235676,135,0.5143137635278321,27,0,Warning
AI4I,299.44397101618665,307.758464239037,1364.8111033017265,52.92073183252566,138,0.5338216126515699,26,0,Warning
AI4I,296.41865822139164,311.104803979739,1713.6463526239602,28.478867378305573,140,0.42029257127790637,25,0,Warning
AI4I,300.4016253027864,308.1316141668855,1427.2379633448807,45.736572658547345,143,0.500974575253333,24,0,Warning
AI4I,297.74520426436015,309.6656140293331,1296.4834012306883,55.15150016110469,148,0.560475454974682,23,0,Warning
AI4I,298.1952813973807,307.04013103674856,1449.5362286276124,49.09746080629462,150,0.5059512548581233,22,0,Warning
AI4I,298.52020174934034,308.22374782466005,1267.7848896525018,55.45906833318516,155,0.5563363433655479,21,0,Warning
AI4I,298.94277973317116,305.383924073596,1502.6827470893215,35.93958488741682,157,0.43854105954699807,20,0,Warning
AI4I,298.42330965570886,306.1210013410648,1549.7502438872732,35.43105951890553,159,0.4360120784929794,19,0,Warning
AI4I,300.30140051665427,309.0358312477983,1771.8417251549129,28.150347655438807,161,0.40133625380796845,18,0,Warning
AI4I,298.5846959277765,308.97373136717573,1402.8100267527277,50.61678348478267,164,0.5277503105048621,17,0,Warning
AI4I,298.89749898247396,305.8475584777124,1389.453765790635,42.72443320941828,169,0.4796526904169664,16,0,Warning
AI4I,298.09829100733145,309.7216256085092,1515.943341452721,33.6182384762941,172,0.45271648037995704,15,1,Critical
AI4I,295.863572571245,307.3332810793424,1606.0555064874163,36.215550672665096,174,0.44044682963816095,14,1,Critical
AI4I,299.7970053358534,308.111767148706,1514.192163185308,40.15033791467005,179,0.4698208047613266,13,1,Critical
AI4I,299.3336314528943,308.5296950855659,1377.0446223838846,48.23729380133543,181,0.5182715420273298,12,1,Critical
AI4I,299.8450800316316,308.0139486662313,1475.7820599648048,40.13000057618966,184,0.4730215029724568,11,1,Critical
AI4I,299.25574258234894,310.8577619677316,1418.8281380496562,42.596885884165104,186,0.5048347981187327,10,1,Critical
AI4I,299.28693895856236,309.39749429204926,1472.1616267435197,37.86310659317021,188,0.4722219453671818,9,1,Critical
AI4I,297.8876989094738,310.2893194957677,1584.7170964757458,41.319040750744264,191,0.4798862790455036,8,1,Critical
AI4I,297.4693090994163,309.21561351074706,1860.6536761873022,27.020189672753805,194,0.38896175399083965,7,1,Critical
AI4I,297.71537945122066,307.74675723660044,1514.447761833687,36.443848201542295,196,0.45288351511766023,6,1,Critical
AI4I,298.1666222606453,310.8326805659434,1987.7434118151289,19.815851309410252,198,0.3566758101472334,5,1,Critical
AI4I,298.80037078306856,309.20033245367006,1496.3452029652374,46.10444613978847,203,0.5016423068550305,4,1,Critical
AI4I,298.5857333479767,307.3126646452866,1471.6269922856388,43.55360757740285,206,0.48312410048268517,3,1,Critical
AI4I,296.9686559313285,303.6825547230818,1489.3769501508846,40.10478545516034,211,0.44681033093744893,2,1,Critical
AI4I,301.47377631787,308.4592761139232,1472.6559088952404,46.97078465454935,214,0.5032419826653772,1,1,Critical
AI4I,297.71597444358133,310.0163494335225,1275.7432045569378,60.43546330714018,216,0.5856895295358528,0,1,Critical
AI4I,297.86853840932787,308.0441942176015,1417.5052025782472,52.58430015827885,218,0.528839218761585,0,1,Critical
AI4I,297.21943106946065,308.0220056080666,1601.9744645118371,35.7098910926954,0,0.442767864251407,6,1,Critical
AI4I,298.8012987065268,309.0751561097788,1464.3458154253678,44.10140162233203,2,0.4961147741455273,5,1,Critical
AI4I,300.0520399886102,306.1892488768151,1439.0358743541403,43.840872067912194,5,0.4811127515608925,4,1,Critical
AI4I,297.78537680141267,307.55294861446026,1738.2937291465953,25.98138856219454,8,0.3875416019881773,3,1,Critical
AI4I,299.13937912166045,308.19152731073814,1620.9248632505842,32.64440020024701,10,0.4295795562515762,2,1,Critical
AI4I,297.1803901966644,306.41901053707375,1464.8843384787572,42.63642219045253,15,0.4750230294114987,1,1,Critical
AI4I,298.41569896117386,308.84534825899004,1423.4371400248021,62.26456527354781,20,0.5715451085716542,0,1,Critical
AI4I,300.59574066959027,308.72759385398456,1316.2281604791024,59.55128018266671,22,0.5707399838483826,25,0,Warning
AI4I,297.18651172516155,305.9762981603037,1601.1908474898353,35.09484080699997,24,0.42869626796646615,24,0,Warning
AI4I,300.31405002437697,305.61523361779876,1462.6654531350457,50.586842932494065,27,0.5024535899467504,23,0,Warning
AI4I,300.7905654403529,306.97303211092236,1937.4408927043667,20.778425633223918,29,0.3435012253248725,22,0,Warning
AI4I,299.2674679858343,306.8653637392601,1592.7960895582726,33.70745598427315,32,0.42906657920560876,21,0,Warning
AI4I,298.5000304308254,307.9337541284453,1303.5723140306945,58.070959034161326,35,0.5615480568961204,20,0,Warning
AI4I,298.718415964467,306.37297720139804,1386.4142975781283,43.04296815755906,37,0.48423316973755515,19,0,Warning
AI4I,298.3958904078535,304.65553538175226,1622.115920240314,34.60611349614578,39,0.4171016355705647,18,0,Warning
AI4I,300.0090667274779,306.91712945619264,1978.9623666833709,21.25172315842825,41,0.34092282428647674,17,0,Warning
AI4I,298.02256923881055,309.84570537624745,1440.7254579808168,50.308951519999496,43,0.5277101481461876,16,0,Warning
AI4I,298.9376021002773,305.8284957077906,1300.3114980624284,49.39282384138239,45,0.5151315496038044,15,1,Critical
AI4I,296.5966972702461,308.1171091664294,1498.598123768968,49.94584975198339,47,0.510592781867776,14,1,Critical
AI4I,295.27976738363765,310.11476722157187,1815.657151688315,24.215448451299963,49,0.3873804627596361,13,1,Critical
AI4I,298.5003674212875,310.5830407759463,1351.725438419163,48.2619386685287,54,0.532635443837606,12,1,Critical
AI4I,294.5792565940656,309.2474055041728,1490.1713024672495,40.98443581618538,57,0.48204864447043244,11,1,Critical
AI4I,298.6452069313402,309.09545734835416,1669.0429045294588,30.606565884632793,59,0.4217817293618948,10,1,Critical
AI4I,297.9492148875249,307.14168235127653,1434.9518132187002,38.48970919737674,61,0.4655589831892171,9,1,Critical
AI4I,294.5250722687943,308.34183913499805,1300.1337633949913,56.06619051514702,63,0.5562047522067921,8,1,Critical
AI4I,297.6229926087245,306.92094399080054,1380.7724554663919,43.098628773983954,65,0.488151235211014,7,1,Critical
AI4I,300.7000353962802,308.25776379432386,1616.0293873375035,33.504269761030535,67,0.43388707627793677,6,1,Critical
AI4I,301.5756134169341,309.2306577633512,1539.7999480799515,43.63275269904595,69,0.48758334606448117,5,1,Critical
AI4I,298.3895383423329,306.4590552631529,1473.8241639563116,50.214961265886686,72,0.5046720301716464,4,1,Critical
AI4I,295.50639610486763,308.24579799812335,1666.1099975323623,34.67214400024629,74,0.43348213623702525,3,1,Critical
AI4I,296.70599516210154,308.92239563381764,1399.5868311601696,51.81719035500842,76,0.5325809104972604,2,1,Critical
AI4I,297.2970968067153,306.94809579261977,1689.8464763710692,34.50887143600698,81,0.4230399569218911,1,1,Critical
AI4I,302.19846258159225,308.34133562043303,2703.610071256452,10.714826488010846,86,0.2344487880860155,0,1,Critical
AI4I,297.2695969948246,304.4464324605534,1445.2330387527138,42.55294618803469,89,0.4653823806514583,12,1,Critical
AI4I,301.60793766009016,307.04333956665334,1425.717049092236,49.44068640810047,91,0.5097244096754832,11,1,Critical
AI4I,295.9802586842578,310.5812207961545,1530.4802550422282,41.05851998656186,96,0.4859358875629077,10,1,Critical
AI4I,297.3017870100087,309.83465705001646,1575.2053741957748,34.84183214073045,99,0.45233054571486697,9,1,Critical
AI4I,300.13789597515006,311.86026651829496,1436.4769003899382,46.799520362280205,101,0.5256090572289553,8,1,Critical
AI4I,298.52556789061873,306.9883491345999,1617.152700314088,35.1582366864924,103,0.4331368146265603,7,1,Critical
AI4I,297.4114816923169,308.2687779909488,1567.7256812616738,41.28038911675744,105,0.4698848625748557,6,1,Critical
AI4I,298.1387903106531,307.82781998900555,1628.6646151675704,35.86570091420829,107,0.439612456362965,5,1,Critical
AI4I,301.18345863389095,309.2042629782381,1482.3178998409064,37.78959049468782,110,0.4698080747274498,4,1,Critical
AI4I,297.6483366697024,310.54868673244613,1739.3244611568412,33.01882399715149,112,0.43270677405832836,3,1,Critical
AI4I,297.0172552710133,306.05693782965744,1327.7558789281807,52.880419305619405,114,0.5276428769277022,2,1,Critical
AI4I,296.43393953514993,306.1600094205407,1608.3393930337895,35.17821368665027,117,0.42936468356059754,1,1,Critical
AI4I,299.08137437210894,305.6208458062365,1425.9740564470296,60.185616374379315,119,0.5445498930313086,0,1,Critical
AI4I,298.15921650361247,309.44155551569816,1590.867646622886,36.45017685410165,122,0.45495140284382174,34,0,Warning
AI4I,300.777652176181,309.7405958385669,1490.6253189532667,44.131921497738084,124,0.49741141603029365,33,0,Warning
AI4I,297.0725932546284,313.5579660947057,1516.057162089065,35.89850513028442,126,0.4837481105676924,32,0,Warning
AI4I,299.9825974739017,308.74122503607805,1584.7438459924967,34.14461694147213,128,0.4423396548013706,31,0,Warning
AI4I,300.65970002289583,307.35367462547754,1333.760968043532,52.66446161240903,130,0.5335884617908688,30,0,Warning
AI4I,300.13614349838633,309.61182873499433,1386.1912801965314,45.214909360029274,135,0.5114509593347174,29,0,Warning
AI4I,299.10679947509186,309.57543246264964,1589.331960592357,36.86676786757062,137,0.4575363466261876,28,0,Warning
AI4I,297.2921965288755,305.7892522682679,1543.9326716319342,40.28947421270245,140,0.4541317855062901,27,0,Warning
AI4I,298.3001259544598,310.7706376695381,1485.1087093446547,38.46181976585954,142,0.4811686233834761,26,0,Warning
AI4I,296.07370669420254,309.79060507245686,1664.7516838494182,31.545870441077515,144,0.42994034236483597,25,0,Warning
AI4I,296.6092835141509,308.4972864626223,1452.3121019697037,38.251860386337185,146,0.4706178682776487,24,0,Warning
AI4I,300.88162039557847,309.34368159801465,1436.6064956402718,46.34867553278078,148,0.5094122331271798,23,0,Warning
AI4I,297.5839794540246,306.6321110619565,1412.6245850097155,52.9550569947327,151,0.5227412612605677,22,0,Warning
AI4I,299.3787412774455,308.8411096427814,1828.276478800309,24.192501867611483,153,0.3787487004063089,21,0,Warning
AI4I,298.4022408764471,308.3408666963708,1298.660711591304,45.0173335499438,158,0.5121510727341925,20,0,Warning
AI4I,297.9576270747548,309.14647753930785,1578.215857024901,34.50363598151753,160,0.4467442584481963,19,0,Warning
AI4I,298.56479160716293,306.13247665096134,1578.0840290465549,29.529348480517825,162,0.40963742902290917,18,0,Warning
AI4I,298.3372293136492,305.9257620165203,1365.3834758031774,53.89225279320189,164,0.527177875115463,17,0,Warning
AI4I,299.842908007337,307.9238946125649,1326.5629419586928,49.54849082011502,166,0.5251027811563902,16,0,Warning
AI4I,298.59547935223003,306.5900411284695,1531.750012876287,36.28280025328169,168,0.4438992918881811,15,1,Critical
AI4I,297.51994776472765,306.61312526793347,1637.0361038425258,37.1407208875777,170,0.43693427469710666,14,1,Critical
AI4I,300.77486547129223,309.5243845357791,1540.537986183058,32.411666012876246,173,0.4443036342090799,13,1,Critical
AI4I,299.6967961824333,309.5783501747928,1573.2815054046011,34.7054137951873,175,0.45051264849624784,12,1,Critical
AI4I,298.2568490405587,307.3937462818007,1396.4632483816497,43.209922050890825,177,0.48972905640425957,11,1,Critical
AI4I,298.9459568718927,308.30906749029356,1415.027417177279,47.56003896587886,179,0.5105035140903222,10,1,Critical
AI4I,299.50547381129905,309.5001797511064,1508.4976144844106,34.88590187178446,181,0.4572663017593047,9,1,Critical
AI4I,296.60707407190927,307.0068315104698,1480.4317322690906,43.11175182869432,183,0.4787285855762671,8,1,Critical
AI4I,298.37042058401477,307.3983108974475,1678.2193720422313,33.47043522491855,185,0.4226215802522941,7,1,Critical
AI4I,298.6993129538645,310.1711878115031,1490.3362268015403,38.722229708334005,188,0.47826208364748546,6,1,Critical
AI4I,297.3421918082909,309.72492850142794,1556.8460984024027,36.40040354664763,190,0.4597737386402242,5,1,Critical
AI4I,298.7450862770064,307.0262859031553,1389.9308180603794,50.192174287289944,193,0.5162115347897237,4,1,Critical
AI4I,299.45051470942093,307.99722836543765,1624.1798643714703,30.561273384003126,195,0.4198112691870806,3,1,Critical
AI4I,296.640784284676,308.56582938719623,1341.8140617816744,52.047028416220165,197,0.5372400182706918,2,1,Critical
AI4I,295.7797963192719,310.5316954171965,1773.979178702694,24.1980801276455,200,0.3938612335957211,1,1,Critical
AI4I,301.83895627576015,306.44518696871484,1344.3000580698551,59.37573237671994,202,0.5541882778068361,0,1,Critical
AI4I,298.5796833792304,309.1259028814601,1443.444172144862,44.007685672110675,204,0.4981200562251571,5,1,Critical
AI4I,299.80178448746994,308.38078810547205,1381.6774265708277,49.21115574466367,206,0.5208528123528409,4,1,Critical
