Source,Air_Temperature,Process_Temp,Rotational_Speed,Torque,Life_Consumed,Stress_Index,RUL,Is_Failure,Health_Status,PC1,PC2,PC3,Cluster,Health_Regime
AI4I,299.1711931743709,307.9471316646012,1417.2809670740785,45.78695666726827,47,0.5011176251879577,33,0,Warning,-2.4498709629211914,-0.8393677148363331,1.0642067809810578,2,Critical
AI4I,299.1856358692997,311.41266715175726,1306.413132428347,54.76888504598619,50,0.5679351820940088,32,0,Warning,-2.1379644280376144,-0.7269723690551014,2.3872363167974813,2,Critical
AI4I,299.3632020159736,309.3818926507096,1638.482437377883,32.602396022539075,55,0.4344578697849942,31,0,Warning,-2.824705716513779,-0.8234262962494624,-0.9402993667191053,0,Degraded
AI4I,298.9931537226354,311.0710998051304,1360.3009357216272,42.25859611543376,58,0.5105534326331743,30,0,Warning,-2.6958101445717237,-0.6971346678690613,0.6224772203025289,2,Critical
AI4I,299.3232379442544,307.1331001183326,1458.5780448562484,44.3319489591352,63,0.4865162777413879,29,0,Warning,-2.4681899262429714,-0.6139605719830598,0.8163260279105691,2,Critical
AI4I,302.0563780377114,310.90967636640863,1585.1480153452362,30.77078723502115,65,0.4411950694993246,28,0,Warning,-2.9727055436125895,-0.6847713381083768,-1.1539703963763133,0,Degraded
AI4I,301.56460358344924,311.2834390000792,1760.5361031869325,25.382878235350287,68,0.4042404111945892,27,0,Warning,-3.019446306508801,-0.6868824684847468,-2.0471293500805436,0,Degraded
AI4I,300.1229037024459,310.1151416910326,1571.803252145458,37.18026645159586,70,0.4636272645405953,26,0,Warning,-2.6753976976363294,-0.5655066239348964,-0.26799504056586576,0,Degraded
AI4I,295.7679664232795,308.9232978128987,1859.014569222882,23.21004505434673,73,0.3722147107973769,25,0,Warning,-3.0239060760351,-0.6324854744260509,-2.4304952730125122,0,Degraded
AI4I,299.09414316135394,309.47361971377967,1501.5670077920895,38.72149927454823,75,0.473149980397725,24,0,Warning,-2.6914436677470825,-0.4766759061947069,0.0013732163458336133,0,Degraded
AI4I,299.49637989922604,306.5567513547205,1810.0199744395,24.498017435401938,77,0.368742937181775,23,0,Warning,-3.010853504429178,-0.5617578321243121,-2.216504338368592,0,Degraded
AI4I,298.59809824370103,307.9786024546541,1443.968362533995,43.9053253330407,82,0.4911021933910727,22,0,Warning,-2.5075493192807405,-0.33379790795917175,0.7561408621607635,2,Critical
AI4I,297.2837591286625,305.9803279555625,1685.2082259915812,30.03604047334005,84,0.4000823561831306,21,0,Warning,-2.900171578893051,-0.41263043463450816,-1.3532757914543057,0,Degraded
AI4I,302.37112663911006,310.7710520225642,1333.552605462797,48.219990317527085,86,0.5353592837099099,20,0,Warning,-2.4164634078497933,-0.2389573928977524,1.4371497253041199,2,Critical
AI4I,298.8515571153195,311.0855407526313,1789.7630473655768,25.758938122072024,89,0.4016911091953378,19,0,Warning,-2.9701066095644677,-0.37372822930276123,-2.036076047324947,0,Degraded
AI4I,296.943329592345,310.060722831648,1422.7190298803594,48.19460977472186,91,0.52228209514884,18,0,Warning,-2.3224540050226468,-0.1693300437892121,1.3551758961256857,2,Critical
AI4I,300.2627936509036,308.8401707155104,1659.070683180094,32.21135002928,93,0.4277393073163129,17,0,Warning,-2.8105884986043232,-0.26280460149632906,-1.0423556875076938,0,Degraded
AI4I,298.07064611519075,306.1434584588609,1557.7530958944035,34.61380402413283,95,0.4320710977005818,16,0,Warning,-2.8294801819810367,-0.2107841717995848,-0.6243721303504822,0,Degraded
AI4I,298.9721750319993,309.9631787495264,1449.0705520494073,49.00929034335743,98,0.5223482704514969,15,1,Critical,-2.2401922551935103,-0.061341040279942055,1.4366161501400343,2,Critical
AI4I,299.8519503539686,311.21576666117176,1588.8112370170368,36.36535278693621,101,0.4649560969384512,14,1,Critical,-2.6904888624705254,-0.11152808655196056,-0.4188785005087826,0,Degraded
AI4I,298.8272708780249,311.36555397067235,1443.9386625036948,39.4791801267248,104,0.4927545912318003,13,1,Critical,-2.722649513192172,-0.03749879290257327,0.1325893400920494,2,Critical
AI4I,295.7888097214065,308.6088689165196,1370.5414788896255,50.63300971514899,106,0.528957141923174,12,1,Critical,-2.2703869749450933,0.07325600190423305,1.723749692460187,2,Critical
AI4I,299.4446221012457,307.6224707178482,1341.946896092378,52.95176410901813,111,0.5354550566431102,11,1,Critical,-2.1784747142971392,0.16479188910353645,2.0598410017557263,2,Critical
AI4I,298.9081398714505,308.69522641004403,1359.6344202432183,45.46054001998756,113,0.5098514403987372,10,1,Critical,-2.531776092725305,0.1420194195038702,1.0181538648108144,2,Critical
AI4I,296.7452280034038,310.79002868729816,1383.348165030131,50.72351809845836,115,0.5405022769610955,9,1,Critical,-2.2430540105963592,0.20676451203986046,1.7167548827917787,2,Critical
AI4I,299.4663629568081,310.74818224066104,1362.214402506062,49.06393847105652,117,0.5357382121516829,8,1,Critical,-2.3436397349821028,0.22601234184460972,1.5049102402512944,2,Critical
AI4I,297.5434997751451,307.6203205842148,1380.382703541783,48.35456664226579,120,0.513210399553255,7,1,Critical,-2.3650659173605026,0.2648971171516878,1.3913935694069584,2,Critical
AI4I,297.8957108173168,307.1598000806489,1470.0304128584337,47.42905005627495,125,0.4979120165429644,6,1,Critical,-2.2954399693074152,0.3278580891283878,1.1819622951164417,2,Critical
AI4I,297.57577415186256,304.2212096164063,1482.1092728895187,49.22832410411844,128,0.4871092812212724,5,1,Critical,-2.193284470867917,0.38420947265867794,1.4158532220419373,2,Critical
AI4I,299.37751256146873,309.3316312757965,1839.2207291090508,25.475603913033478,130,0.3855896643172091,4,1,Critical,-2.9157167094385112,0.23066126460746034,-2.150652645555828,0,Degraded
AI4I,300.0001369630701,311.01582708561523,1419.687682643491,46.08447056181531,133,0.5196024116149992,3,1,Critical,-2.4153514268597545,0.43999614051784924,1.0338406578759338,2,Critical
AI4I,297.1448296477801,308.18605626155204,1407.6879977792305,54.080145956620754,135,0.5366149626860002,2,1,Critical,-2.0422774844876144,0.5256360812682569,2.1389600965592757,2,Critical
AI4I,300.22487423590616,307.3452105307628,1406.5114302802951,44.16472867200561,140,0.4922661175500659,1,1,Critical,-2.5300877829609836,0.5315432380778781,0.7777895676358825,2,Critical
AI4I,299.7818853437044,309.77024934463765,2845.5213422082443,4.625779609068089,143,0.2040666947562344,0,1,Critical,-2.6707292678544925,0.2249783675931882,-5.897104415199041,0,Degraded
AI4I,299.6404000216455,307.78405591575347,1382.9906729811862,54.50427422689202,145,0.538484063413755,18,0,Warning,-2.043121843024207,0.6782804611785944,2.2091838001346957,2,Critical
AI4I,299.5600194025809,308.0078301369616,1486.5033915279828,43.55799538894563,147,0.4856263860427648,17,0,Warning,-2.459041823166853,0.6269989710232798,0.6193456335824165,2,Critical
AI4I,300.99351632393564,306.947797592188,1571.4286472199287,34.97431674667,152,0.43674181707719,16,0,Warning,-2.7759519933699,0.6374631439851414,-0.6341310327645144,0,Degraded
AI4I,297.9849023424009,309.96982604960533,1677.9082601907012,30.16346638447401,154,0.4241191883737135,15,1,Critical,-2.8881929052887214,0.6284061185092952,-1.385840331072383,0,Degraded
AI4I,297.5134664860331,310.5122325303332,1519.946847025387,40.69155557114559,156,0.4851271520410903,14,1,Critical,-2.563498677706171,0.7392561978544109,0.19168618829760484,2,Critical
AI4I,297.4662860605222,311.72503627799864,1474.16286381551,42.59047951625733,158,0.504231553272042,13,1,Critical,-2.5256728485802316,0.7845319340742395,0.4898896753920831,2,Critical
AI4I,298.79523743125145,308.3562092365578,1500.7781961948926,40.35876942850563,160,0.4733927394462921,12,1,Critical,-2.601741408911599,0.7973784980344094,0.15937170097618067,2,Critical
AI4I,297.9009733255292,309.31608279448585,1652.7903580933644,29.40017736842896,162,0.4198421467757272,11,1,Critical,-2.9584138694926025,0.7433962184824517,-1.4743321010645374,0,Degraded
AI4I,298.53137924724547,309.3137802449847,1383.4579555435937,53.916487590529776,165,0.5448274704933865,10,1,Critical,-2.071849957083667,0.971379298546329,2.11305697482587,2,Critical
AI4I,301.87858394150965,307.8897685539072,1409.865417078266,52.6663726834353,167,0.5290490550482413,9,1,Critical,-2.0902811045824494,0.9908039908643191,1.9153014950012324,2,Critical
AI4I,300.561295114507,308.4246220069355,1587.2621011686688,38.57986109080513,169,0.4580196457145566,8,1,Critical,-2.573061256577391,0.9139471906249281,-0.16821259377649664,0,Degraded
AI4I,298.55429214997395,308.2755897868438,1823.9611973058045,22.78658485254105,172,0.3703250184615483,7,1,Critical,-3.068430327520533,0.8370074752656125,-2.537485772179225,0,Degraded
AI4I,300.63562088591465,308.47032616126927,1812.9043356779755,26.05609384315901,174,0.3856215198692344,6,1,Critical,-2.9111766976241147,0.8896554012317953,-2.0835336405567393,0,Degraded
AI4I,298.9831625048848,308.8721604598459,1532.7929112075458,38.84348565109213,177,0.467078425539876,5,1,Critical,-2.6334704490625587,1.0377127009132416,-0.08965296204487143,0,Degraded
AI4I,300.42024403290054,310.13212761007367,1393.2417634276314,45.12673298381043,179,0.5133663419357567,4,1,Critical,-2.4906888611770346,1.1181908316012317,0.8896411777297566,2,Critical
AI4I,299.05919439259617,308.91204360089813,1672.842197276205,28.4049885525983,181,0.4115474122021906,3,1,Critical,-2.9766342360027473,1.0176171296665342,-1.6437669379104212,0,Degraded
AI4I,298.2475540492868,309.54202167916804,1452.416760003574,44.34186770905777,184,0.5009373472882626,2,1,Critical,-2.461760167983604,1.1839907852481129,0.7279202272832614,2,Critical
AI4I,301.5135755296054,305.9590654062808,1512.3718272106137,32.53018802843228,189,0.4272210859999862,1,1,Critical,-2.9683247510801634,1.1735212054380557,-0.9459655406188576,0,Degraded
AI4I,299.9529586581506,310.21303709888844,1419.961292005172,65.22334023257662,191,0.5915431580091518,0,1,Critical,-1.4497366602849768,1.433272062204907,3.606068186844707,2,Critical
AI4I,297.3861490707047,308.48186349793605,1926.611400215428,22.83704920693824,193,0.3614405625087019,7,1,Critical,-2.9358817655617755,1.1437596018589615,-2.6365565383034797,0,Degraded
AI4I,297.3927599388454,308.9662453314583,1456.1408510357187,44.85730858220073,196,0.4993365511192785,6,1,Critical,-2.433129068055738,1.365671224068276,0.7863643089600308,2,Critical
AI4I,298.3306350552287,310.2317292527727,1360.9416146207482,44.64685319244932,198,0.5152459898949951,5,1,Critical,-2.5607018530574366,1.3990765002558925,0.8387511734505226,2,Critical
AI4I,301.2649200209166,309.6004589549663,1588.1911925710544,34.8716294893875,200,0.4498128784431092,4,1,Critical,-2.7502351815993293,1.3488297234219977,-0.7014230882205461,0,Degraded
AI4I,296.7947262636076,309.15224190363443,1604.27630637754,32.28578321055143,202,0.4352997416537913,3,1,Critical,-2.8747506039276223,1.3602173505918633,-1.0677870616983443,0,Degraded
AI4I,299.94822515799035,309.2742373881971,1372.174924942524,46.872802567314814,204,0.5175550742789903,2,1,Critical,-2.4293898675349674,1.5027953329597539,1.1277364187861991,2,Critical
AI4I,295.58642605066296,310.3713685493686,1452.5907700810926,48.16898317001552,206,0.5209675330969162,1,1,Critical,-2.275407729236401,1.5373184277318985,1.2355592058904403,2,Critical
AI4I,301.7122621186564,308.0106184487579,1468.7663443119652,41.144396280501496,208,0.4777616275408546,0,1,Critical,-2.5875214009674288,1.5173829395360958,0.2551984298093875,2,Critical
AI4I,299.5124745971363,310.7486935237747,1408.6044768437248,51.69116296737217,0,0.5416110243209716,82,0,Healthy,-2.1673541283911346,-1.4965472755301734,1.9158284759703585,2,Critical
AI4I,299.8226168801109,311.087361957005,1406.1839039623746,37.7493478452728,2,0.4880210693105965,81,0,Healthy,-2.8672876474848112,-1.5626431078572984,0.00897506781762478,0,Degraded
AI4I,296.4538980936354,308.2795699803528,1455.84756968434,49.99723464204092,4,0.5160017243446028,80,0,Healthy,-2.2041179086567397,-1.4511022975834778,1.641949507689495,2,Critical
AI4I,297.1484545691353,310.6656954948407,1439.9929109854702,47.60473340708231,9,0.5216521882145861,79,0,Healthy,-2.3390287933781138,-1.3925039821273102,1.3237627662277967,2,Critical
AI4I,298.7752444741839,306.73218545325807,1450.0528748185732,40.75863930204666,11,0.4707846151735183,78,0,Healthy,-2.66692740152214,-1.4105048376769005,0.3764736099003307,2,Critical
AI4I,296.532473758461,306.575316174581,1475.3524897343225,39.92041898543639,13,0.4640053765373477,77,0,Healthy,-2.68418772135856,-1.387776967003473,0.23954021980315715,2,Critical
AI4I,299.0870463742833,308.1584539640224,1423.183449036601,47.85137197941919,15,0.5099925942370017,76,0,Healthy,-2.343040464218623,-1.3008593772094985,1.3666837028752825,2,Critical
AI4I,301.32159399915054,308.88810970035127,1807.670244953641,26.722244043735586,17,0.3911968642530141,75,0,Healthy,-2.901588242091955,-1.437827320615869,-1.8644824268569546,0,Degraded
AI4I,299.40947420025344,309.2606682067687,1424.9092212064795,43.13968870856582,20,0.4972716510380078,74,0,Healthy,-2.5741312797959104,-1.259133047444681,0.7162889693626214,2,Critical
AI4I,298.1988295786819,309.0109168430568,1533.790712312079,31.687971043107623,25,0.439149480615833,73,0,Healthy,-3.0124531685791482,-1.269526379247334,-0.9489320101372505,0,Degraded
AI4I,299.0446746130169,309.5711155277628,1424.36538791681,45.23895949490469,27,0.5074971022037252,72,0,Healthy,-2.46973896215371,-1.1406509027479153,0.9985962750824504,2,Critical
AI4I,299.083163948359,310.24045164179745,1490.6812650042912,39.57886700239834,30,0.4820499223194354,71,0,Healthy,-2.667421355951214,-1.1386825344993332,0.1635870177632043,2,Critical
AI4I,301.6356017011732,309.94361210102454,1762.3473234516346,25.72895408205775,33,0.3977874388460649,70,0,Warning,-3.005204223958142,-1.20452340346595,-1.9735747112882949,0,Degraded
AI4I,299.3253010631069,309.73499570305785,1832.7118703077524,24.98732382390504,35,0.3865923694251755,69,0,Warning,-2.960309829218321,-1.183602954603621,-2.136817798584229,0,Degraded
AI4I,300.30608748887795,308.79069975151896,1737.5022770821704,27.08106696480132,37,0.3990923244453823,68,0,Warning,-2.9743430663029296,-1.134313659914014,-1.7688588747754126,0,Degraded
AI4I,296.10969051107486,310.4136676503516,1450.3193153186846,42.962680428507504,40,0.500611176755599,67,0,Warning,-2.5582783901687294,-0.9644056575799799,0.6559780180373281,2,Critical
AI4I,300.2567569177072,310.1540869165685,1609.6557990394522,31.75358819611677,42,0.4383578409751989,66,0,Warning,-2.9019329864242787,-1.020881302523261,-1.0215720441643907,0,Degraded
AI4I,298.2259147223252,306.93292520719604,1347.687127708103,52.62219425165267,44,0.5296224939912064,65,0,Warning,-2.2009385660880905,-0.8329965119731484,2.0635126147474123,2,Critical
AI4I,298.287415150396,307.15676133503814,1573.4701185167005,35.407978342494765,47,0.4394663948613841,64,0,Warning,-2.7739935661344455,-0.9192758388804341,-0.4919949808211693,0,Degraded
AI4I,300.38942157160847,308.6538027632696,1738.107243755584,29.61219552254285,50,0.408374073504725,63,0,Warning,-2.844959894536362,-0.9238187657542788,-1.4334384484065552,0,Degraded
AI4I,297.74962218245344,308.6609273315257,1522.1430896766915,32.681079856090975,53,0.4422867380654132,62,0,Warning,-2.975913799212128,-0.8460634259092682,-0.8245809562416041,0,Degraded
AI4I,299.05312721464344,307.4174236158576,1520.251511905116,43.92309795336578,55,0.4803382327135664,61,0,Warning,-2.4115287226634057,-0.7389911523508859,0.7126766150427688,2,Critical
AI4I,299.34437776123866,308.53777904357503,1844.1230839169789,25.041244429044816,57,0.3788256924306244,60,0,Warning,-2.9412801867281084,-0.8570235121908497,-2.1566187847393676,0,Degraded
AI4I,296.75826855835555,305.1203939087531,1995.0503050652176,20.7365841047802,59,0.3269864139626167,59,0,Warning,-2.975826005243552,-0.8649715682801815,-2.8772512215136907,0,Degraded
AI4I,297.87092208763244,311.209609040333,1538.128306242356,40.966888630643886,61,0.4883953469859572,58,0,Warning,-2.5366014694385983,-0.6711486196167912,0.28796800759269864,2,Critical
AI4I,299.33562815588346,308.45317926105724,1449.150700554425,40.63969436509936,63,0.4802333031824249,57,0,Warning,-2.6639597810066604,-0.6388645604773617,0.3192889190296127,2,Critical
AI4I,299.4327072319212,309.6245239477216,1460.6585393881835,43.294418322739126,66,0.4963948133391189,56,0,Warning,-2.5144631048453285,-0.5766946604480065,0.6696875744248595,2,Critical
AI4I,300.2611914797585,308.5779262497845,1572.635933692208,31.19149324572125,68,0.4308048153267186,55,0,Warning,-2.9755560320710788,-0.6364479513082076,-1.0861844932024434,0,Degraded
AI4I,294.84953789263733,305.87836411853544,1451.1324849232246,48.11206482464949,70,0.4952113771979067,54,0,Warning,-2.3039729744155037,-0.4831954432285359,1.3376438558392962,2,Critical
AI4I,298.2944535278574,307.3642612954874,1499.1398201546117,46.49460226081431,72,0.4924316344305811,53,0,Warning,-2.3101895875438254,-0.46753962609969985,1.0700834539073092,2,Critical
AI4I,300.0370743296295,310.0756285955798,1622.274975380667,32.820404801790104,75,0.4409148565009784,52,0,Warning,-2.829016201312699,-0.5239906929707743,-0.912596264469042,0,Degraded
AI4I,297.6293786268931,309.217203079021,1579.5896023797611,34.04007768004789,80,0.4451567966480496,51,0,Warning,-2.830899812871873,-0.43877769106671294,-0.7104513481694978,0,Degraded
AI4I,299.78752188331146,313.13306981249497,1869.8019461287504,22.46934032093375,82,0.3922289941708312,50,0,Warning,-3.0284019494610788,-0.5048516829229608,-2.551827552666645,0,Degraded
AI4I,297.932955937974,308.1855204269352,1507.0878735247345,44.1162460117167,84,0.4868163134197376,49,0,Warning,-2.4181555775197223,-0.3060590765653145,0.7283897170024286,2,Critical
AI4I,301.0141347742598,308.519078429319,1501.263710753535,39.54259309545056,89,0.4710101637597002,48,0,Warning,-2.6432048624687674,-0.2631674607093706,0.10180272894125025,2,Critical
AI4I,297.83832875274794,311.31863578514753,1490.2163650456907,41.95251734008337,92,0.4977520659137503,47,0,Warning,-2.5445512668411294,-0.20121631735999254,0.4404168603412075,2,Critical
AI4I,299.6887346962146,312.36863598102593,1685.4865474733583,29.11372324077324,95,0.4328698723930482,46,0,Warning,-2.930490352759319,-0.2558683983259825,-1.4911113819483783,0,Degraded
AI4I,300.78999085538607,308.0233283684422,1428.6508320365083,45.60317477087901,97,0.4996809208423921,45,0,Warning,-2.432594862556217,-0.09861389403200169,0.9885406080843483,2,Critical
AI4I,299.83829124036976,305.47265627213744,1574.603367698406,33.81044677638164,99,0.4233394861764713,44,0,Warning,-2.842227697708304,-0.15794066840621315,-0.7532793215226984,0,Degraded
AI4I,295.58148428195506,306.68059649103105,1580.8085417201617,32.938397634389624,101,0.4261332877428626,43,0,Warning,-2.8912539333209564,-0.13426289445325404,-0.8769705842917489,0,Degraded
AI4I,299.8934037226969,307.7272521227908,1721.669325005671,28.19963377198197,103,0.3990730432890225,42,0,Warning,-2.9325966954110996,-0.14524464018544378,-1.6535469378362753,0,Degraded
AI4I,297.9883526467368,312.102460319719,1449.3203011606322,40.89158603157338,106,0.5020769444086246,41,0,Warning,-2.6469645150096985,0.001685044870131611,0.3199198953662544,2,Critical
AI4I,300.0755494519564,306.71413904171123,1427.9083126732826,44.72993702920667,108,0.4887811399449912,40,0,Warning,-2.4795621928619895,0.05890455078198763,0.8617730155107305,2,Critical
AI4I,299.9946060214273,309.9594900622376,1559.1409780739411,41.528552970749146,110,0.4813972001455315,39,0,Warning,-2.4692661855321556,0.059330280347488856,0.3064935997699656,2,Critical
AI4I,298.17379351131206,307.5274994413931,1296.927235166622,50.51263730962672,112,0.5296578225298052,38,0,Warning,-2.362539096794504,0.16544215385174585,1.7658005071749814,2,Critical
AI4I,299.6658405545155,309.70990907394616,1527.4953030523473,43.2163346487505,114,0.4898867172837454,37,0,Warning,-2.4260091745381156,0.13213187331881646,0.5622693374743827,2,Critical
AI4I,299.3983877698829,308.0976915438663,1716.0564063407307,29.445201234866307,116,0.4067334016989138,36,0,Warning,-2.8770868496235904,0.05678459818584879,-1.488225371921124,0,Degraded
AI4I,298.6548517418927,310.5243248841739,1555.4411969503992,32.10459228150708,118,0.4472989630548392,35,0,Warning,-2.9491998757242985,0.11363987764482165,-0.984901069065699,0,Degraded
AI4I,295.4607905082353,311.3531309723177,1329.4552184296383,59.58555017470132,120,0.5845574272690852,34,0,Warning,-1.871218875865492,0.34505917223639776,2.9731549970272986,2,Critical
AI4I,296.7756026866137,307.08024263374267,1407.2724202792497,46.76854389953562,122,0.5010911771916042,33,0,Warning,-2.4130410419479147,0.2822861201324146,1.1498539992713397,2,Critical
AI4I,299.8342218522862,307.8019612684075,1586.6059246911343,38.761682906708415,124,0.4552544892629061,32,0,Warning,-2.5735486643259224,0.24680798139176038,-0.10666578759300346,0,Degraded
AI4I,296.5695745481144,309.31548581382634,1553.59013060681,34.4821060604779,126,0.4500864729745241,31,0,Warning,-2.839723488083708,0.24911976395168847,-0.662753181288073,0,Degraded
AI4I,299.7094337259254,309.4518566677441,1462.554644968747,40.835513674681856,128,0.4853829140175333,30,0,Warning,-2.6266019446578075,0.3273002178895028,0.28259514703886346,2,Critical
AI4I,299.8343606572326,309.6357192135177,1737.636414940997,27.607947007714813,130,0.4060151134711464,29,0,Warning,-2.9368686946576,0.25087608721812255,-1.770110599151949,0,Degraded
AI4I,298.4221022223389,306.7747389846781,1440.5340900993858,43.442766321457015,132,0.4827161647597647,28,0,Warning,-2.5305067787537374,0.4060103541613845,0.6567681904690496,2,Critical
AI4I,298.8928904253472,307.90064900525005,1425.5680432711092,49.35957195623568,135,0.5143137635278321,27,0,Warning,-2.2501755437036093,0.49204893794894206,1.4764031706314948,2,Critical
AI4I,299.44397101618665,307.758464239037,1364.8111033017265,52.92073183252566,138,0.5338216126515699,26,0,Warning,-2.147273298884125,0.564414207233296,2.014191159267458,2,Critical
AI4I,296.41865822139164,311.104803979739,1713.6463526239602,28.478867378305573,140,0.4202925712779063,25,0,Warning,-2.933022957328498,0.4069789000288591,-1.6357785897547357,0,Degraded
AI4I,300.4016253027864,308.1316141668855,1427.2379633448809,45.73657265854735,143,0.500974575253333,24,0,Warning,-2.4231404912141805,0.5857567978374819,0.9719780993171048,2,Critical
AI4I,297.7452042643601,309.6656140293331,1296.4834012306883,55.15150016110469,148,0.560475454974682,23,0,Warning,-2.1256619366075427,0.7321710148249467,2.372253658724729,2,Critical
AI4I,298.1952813973807,307.04013103674856,1449.5362286276124,49.09746080629462,150,0.5059512548581233,22,0,Warning,-2.2339685104892992,0.711825827478662,1.4082845075972306,2,Critical
AI4I,298.52020174934034,308.22374782466005,1267.7848896525018,55.45906833318516,155,0.5563363433655479,21,0,Warning,-2.1447092190255743,0.8398161117659071,2.433747914594477,2,Critical
AI4I,298.9427797331712,305.383924073596,1502.6827470893215,35.93958488741682,157,0.438541059546998,20,0,Warning,-2.8233096709133947,0.722342856882096,-0.4440121656088463,0,Degraded
AI4I,298.42330965570886,306.1210013410648,1549.7502438872732,35.43105951890553,159,0.4360120784929794,19,0,Warning,-2.789486367042499,0.7459953326023533,-0.5562728498670154,0,Degraded
AI4I,300.30140051665427,309.0358312477983,1771.8417251549129,28.150347655438807,161,0.4013362538079684,18,0,Warning,-2.861008246570941,0.7132170406367017,-1.7506156061752094,0,Degraded
AI4I,298.5846959277765,308.97373136717573,1402.8100267527277,50.61678348478267,164,0.5277503105048621,17,0,Warning,-2.2126845418462193,0.932761418652308,1.645501448147889,2,Critical
AI4I,298.897498982474,305.8475584777124,1389.453765790635,42.72443320941828,169,0.4796526904169664,16,0,Warning,-2.6263215203066728,0.9535045983951596,0.5740230533961782,2,Critical
AI4I,298.09829100733145,309.7216256085092,1515.943341452721,33.6182384762941,172,0.452716480379957,15,1,Critical,-2.919676405951856,0.9284703712172375,-0.7852456855731961,0,Degraded
AI4I,295.863572571245,307.3332810793424,1606.0555064874163,36.215550672665096,174,0.4404468296381609,14,1,Critical,-2.6840112072609785,0.9713038049969599,-0.5087506266538326,0,Degraded
AI4I,299.7970053358534,308.111767148706,1514.192163185308,40.15033791467005,179,0.4698208047613266,13,1,Critical,-2.5894205921381745,1.0773862149420579,0.10346466724392786,2,Critical
AI4I,299.3336314528943,308.5296950855659,1377.0446223838846,48.23729380133543,181,0.5182715420273298,12,1,Critical,-2.360510112495089,1.1702998315496795,1.3288005612991065,2,Critical
AI4I,299.8450800316316,308.0139486662313,1475.7820599648048,40.13000057618966,184,0.4730215029724568,11,1,Critical,-2.638822576480853,1.1536330496087916,0.13045580342652405,2,Critical
AI4I,299.25574258234894,310.8577619677316,1418.8281380496562,42.596885884165104,186,0.5048347981187327,10,1,Critical,-2.587181555282596,1.203445657545374,0.5162321735433013,2,Critical
